Institute,City,Degree,Faculty,Department,Program,Locations,Duration,Eligibility Criteria,Test Required,Fee (PKR),Fee Type,Fee URL,Program URL,Application Deadline
Riphah International University,Islamabad,MS,Faculty of Social Sciences & Humanities (FSSH),Riphah Institute of Public Policy (RIPP),MPhil International Relations (MPhil IR),G-7 City Campus (Islamabad),1.5 Years / 32 Credit Hours,16 years of education in relevant discipline with minimum CGPA 2.5/4.0 or 60% marks.,Riphah Admission Test or HEC GAT (General).,140000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,MS,Faculty of Rehabilitation & Allied Health Sciences (FRAHS),Riphah College of Rehabilitation and Allied Health Sciences (RCRAHS),Master of Speech Language Pathology / Therapy (MS-SLP/T),"Gulberg Green Campus (Islamabad), Gulberg Campus (Lahore)",2 years (4 Semester) / 70 Credit Hours,16 years of education in relevant discipline with minimum CGPA 2.5/4.0 or 60% marks.,Riphah Admission Test or HEC GAT (General).,140000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,MS,Faculty of Rehabilitation & Allied Health Sciences (FRAHS),Riphah College of Rehabilitation and Allied Health Sciences (RCRAHS),Master of Science in Physical Therapy - Neuro Muscular Physical Therapy (MSPT - (NMPT)),"Gulberg Green Campus (Islamabad), Gulberg Campus (Lahore)",2 Year / 38 Credit Hours,16 years of education in relevant discipline with minimum CGPA 2.5/4.0 or 60% marks.,Riphah Admission Test or HEC GAT (General).,140000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Computing (FC),"Riphah Institute of Informatics (RII), Riphah Institute of Systems Engineering (RISE), Riphah School of Computing & Innovation (RSCI)",PhD Computing,"I-14 Campus (Islamabad), G-7 City Campus (Islamabad), Raiwind Campus (Lahore)",3 Years / 52 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Engineering & Applied Science (FEAS),Islamic International Engineering College (IIEC),PhD Electrical Engineering (PhD-EE),I-14 Campus (Islamabad),3-8 Years / 20 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Engineering & Applied Science (FEAS),Islamic International Engineering College (IIEC),PhD Biomedical Engineering (PhD-BME),I-14 Campus (Islamabad),3-8 Years / 20 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Engineering & Applied Science (FEAS),"Department of Basic Sciences (DBS), Riphah Institute of Computing and Applied Sciences (RICAS)",PhD Mathematics,"I-14 Campus (Islamabad), Gulberg Campus (Lahore)",Atleast 3 Years / 50 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Engineering & Applied Science (FEAS),"Department of Basic Sciences (DBS), Riphah College of Science and Technology (RCST)",PhD Physics (PhD Physics),"I-14 Campus (Islamabad), Gulberg Campus (Lahore)",3 Years / 50 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Social Sciences & Humanities (FSSH),Department of Islamic Studies (DIS),PhD Islamic Studies,I-14 Campus (Islamabad),3-8 Years / 50 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Social Sciences & Humanities (FSSH),Riphah Institute of Media Sciences (RIMS),Ph.D. in Creative Arts & Communication,I-14 Campus (Islamabad),3-8 Years / 50 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Social Sciences & Humanities (FSSH),Department of English Linguistics and Literature (DELL),Doctor of Philosophy in English Linguistics (PhD English),I-14 Campus (Islamabad),3-8 Years / 50 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Rehabilitation & Allied Health Sciences (FRAHS),Riphah College of Rehabilitation and Allied Health Sciences (RCRAHS),Doctor of Philosophy in Rehabilitation Sciences (PhD in Rehabilitation Sciences),"Gulberg Green Campus (Islamabad), Gulberg Campus (Lahore)",3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Pharmaceutical Sciences (FPS),Riphah Institute of Pharmaceutical Sciences (RIPS),Doctor of Philosophy in Pharmacy (PhD Pharmacy),G-7 City Campus (Islamabad),3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Pharmaceutical Sciences (FPS),Riphah Institute of Pharmaceutical Sciences (RIPS),Doctor of Philosophy in Pharmaceutics (PhD Pharmaceutics),"G-7 City Campus (Islamabad), Gulberg Campus (Lahore)",3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Pharmaceutical Sciences (FPS),Riphah Institute of Pharmaceutical Sciences (RIPS),Doctor of Philosophy in Pharmacology (PhD Pharmacology),"G-7 City Campus (Islamabad), Gulberg Campus (Lahore)",3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Pharmaceutical Sciences (FPS),Riphah Institute of Pharmaceutical Sciences (RIPS),Doctor Philosophy in Pharmaceutical Chemistry (PhD Pharmaceutical Chemistry),G-7 City Campus (Islamabad),3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
Riphah International University,Islamabad,PhD,Faculty of Pharmaceutical Sciences (FPS),Riphah Institute of Pharmaceutical Sciences (RIPS),Doctor of Philosophy in Pharmacognosy (PhD Pharmacogosy),G-7 City Campus (Islamabad),3-6 Years / 48 Credit Hours,"18 years of education (MS/MPhil) in relevant discipline with minimum CGPA 3.0/4.0, research proposal, and interview.",HEC GAT (Subject) mandatory + Interview.,180000,Per Semester,https://riphah.edu.pk/admissions/fee-structure/,https://riphah.edu.pk/programs/,Spring Campaign (Nov – Feb)
